아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP11-071,3.00,1.0,100.00%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP16-075,3.00,1.0,100.00%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP11-076,2.93,0.978261,97.83%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP13-077,2.93,0.978261,97.83%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP17-073,2.93,0.978261,97.83%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP11-075,2.89,0.963768,97.83%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP14-070,2.83,0.942029,97.83%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP07-076,2.65,0.884058,93.48%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP16-078,2.41,0.804348,100.00%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP12-071,2.22,0.73913,93.48%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP17-081,2.20,0.731884,91.30%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP03-076,1.98,0.65942,97.83%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP01-110,1.89,0.630435,100.00%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP09-071,1.80,0.601449,76.09%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP11-074,1.72,0.572464,100.00%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP11-069,1.54,0.514493,95.65%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP01-116,0.26,0.086957,19.57%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP13-076,0.20,0.065217,10.87%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP11-079,0.17,0.057971,8.70%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP13-081,0.11,0.036232,10.87%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP15-078,0.09,0.028986,4.35%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,CP03-093,0.07,0.021739,2.17%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,EBD03-009,0.07,0.021739,2.17%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,EBD03-012,0.07,0.021739,2.17%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,CP02-075,0.04,0.014493,4.35%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP16-117,0.04,0.014493,2.17%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP10-074,0.02,0.007246,2.17%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP11-082,0.02,0.007246,2.17%
1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ,BP17-084,0.02,0.007246,2.17%
