아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,BP01-015,0.75,0.25,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,BP10-007,0.75,0.25,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,BP10-009,0.75,0.25,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,BP15-004,0.75,0.25,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,BP16-017,0.75,0.25,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,CP02-011,0.50,0.166667,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,CP04-016,0.50,0.166667,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,EBD01-007,0.50,0.166667,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,BP04-013,0.25,0.083333,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,BP07-012,0.25,0.083333,25.00%
3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ,CP04-018,0.25,0.083333,25.00%
