아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP07-022,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP08-021,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP08-024,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP08-034,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP15-113,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP16-117,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP16-118,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,BP18-026,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,CP03-030,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,CP04-019,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,CSD03a-007,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,ECP01-010,3.00,1.0,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,CP01-016,2.00,0.666667,100.00%
7,月の刃・リオード / 不滅の英雄・ローラン / 不滅の聖剣・デュランダル / 神速の歩法 / 干絶の飢餓・ギルネリーゼ,CP04-021,2.00,0.666667,100.00%
