아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP11-018,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP13-026,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP13-028,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP13-030,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP13-032,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP13-033,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP13-035,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP14-018,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP16-021,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP18-023,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,SD07-012,3.00,1.0,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP07-022,2.00,0.666667,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP13-019,2.00,0.666667,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP14-024,2.00,0.666667,100.00%
8,カースドクイーン・ナハト・ナハト / レヴィオンの見習い・ルネス / 暴威の武人・ジェノ / レヴィオンの副団長・マイム / レヴィオンの魔術師・ミイム,BP02-018,1.00,0.333333,100.00%
