아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP02-069,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP09-069,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP09-075,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP09-078,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP09-083,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP16-085,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP17-074,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP18-080,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP18-084,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP18-089,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP18-096,3.00,1.0,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP18-092,2.00,0.666667,100.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP02-081,1.50,0.5,50.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP10-089,1.50,0.5,50.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP12-079,1.00,0.333333,50.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,BP01-116,0.50,0.166667,50.00%
4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア,CP02-085,0.50,0.166667,50.00%
