아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP01-170,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-018,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-028,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-030,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-112,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP09-020,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP12-103,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP12-107,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP17-025,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP17-031,3.00,1.0,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-033,2.86,0.952381,100.00%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-024,2.57,0.857143,85.71%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-034,2.43,0.809524,85.71%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP17-020,0.71,0.238095,71.43%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-104,0.43,0.142857,14.29%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-P06,0.43,0.142857,14.29%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP07-107,0.29,0.095238,14.29%
5,光の道筋 / 王たる光・ベイリオン / 輝ける剣撃 / ハルバードウルフ / ワンダーコック,BP17-112,0.29,0.095238,14.29%
