아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP06-019,3.00,1.0,100.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP07-022,3.00,1.0,100.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP09-018,3.00,1.0,100.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP15-023,2.60,0.866667,90.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-018,2.40,0.8,80.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP16-019,2.40,0.8,80.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP17-019,2.40,0.8,80.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-031,2.30,0.766667,90.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP16-031,2.10,0.7,90.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-027,1.80,0.6,70.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP18-023,1.80,0.6,60.00%
