아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP05-014,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP08-001,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP08-002,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP10-017,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP14-001,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP14-007,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP14-008,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP14-111,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP14-115,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP14-118,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP16-004,3.00,1.0,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP15-019,2.00,0.666667,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP18-004,2.00,0.666667,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP03-001,1.00,0.333333,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP10-003,1.00,0.333333,100.00%
5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ,BP14-105,1.00,0.333333,100.00%
